ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
1148,Luofan 24MW Hydropower Project in Guizhou Province China,Guizhou Zhongshui Energy Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"55,857",,2020-04-06,2021-12-05,2031-12-04
1119,RFC Grouped Wind Projects Phase II,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,United States,"3,160",North America,2020-04-06,,
1192,"Metro Line 1 Lima, Peru",Auto. Authority Electrical Mass Transit Sys - AATE,Transport,,ACM0016,Late to verify,Peru,"85,841",Latin America,2020-04-06,,
1173,San Andres Hydroelectric project,Celsia Colombia S.A. E.S.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,Colombia,"47,317",Latin America,2020-04-06,,
1204,Guohua Wulate Zhongqi Phase I 49.5 MW Wind farm Project,"Guohua Bayannaoer (Wulate Zhongqi) Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"133,685",,2020-04-06,,
1231,"Mordogan Wind Power Project, Turkey",Egenda Ege Enerji Uretim A.S,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"26,593",Middle East,2020-04-06,2016-06-24,2026-06-23
1232,"Yaylaköy Wind Power Project, Turkey",Yaylaköy RES Elektrik Üretim A.Ş.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"24,302",Middle East,2020-04-06,2016-03-25,2026-03-24
1229,Fronteira and Novicel Ceramics Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Late to verify,Brazil,"23,713",,2020-04-06,2021-01-01,2030-12-31
1296,Tuana 7.66 MW Hydroelectric Power Plant,AÞKALE Elektrik Üretim A.Þ,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Turkey,"7,713",Middle East,2020-04-06,,
1311,"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar","Govt. of Madagascar, Direction Generale des Forets",Agriculture Forestry and Other Land Use,REDD,VM0015,Late to verify,Madagascar,"1,011,973",Africa,2020-04-06,2007-12-30,2037-12-29
1287,Kavsakbendi Hydroelectric Power Plant,Enerjisa Enerji Uretim  A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"369,616",Middle East,2020-04-06,,
1288,Bundled small scale wind energy VCS project activity by Envarrior Consulting Services-I,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"3,277",Asia,2020-04-06,,
1322,"Buyukduz Hydroelectric Power Plant, Turkey",Ayen Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"88,708",Middle East,2020-04-06,,
933,6.25 MW wind power project by VELATAL SPINNING MILLS PVT LTD,VELATAL SPINNING MILLS PRIVATE LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Crediting Period Renewal and Verification Approval Request Denied,India,"12,476",Asia,2012-12-05,,
1333,Dagbasi Hydroelectric Power Plant,ALPEREN A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"20,370",Asia,2020-04-06,,
1336,Oylat Hydroelectric Power Plant,ETKEN Elektrik Uretim Ltd.Şti.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"4,281",Middle East,2020-04-06,,
1355,4.2 MW renewable energy based power generation project in Andhra Pradesh by Hi- Tech,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"8,152",Asia,2020-04-06,,
1357,Waste Heat Recovery by Redesigning Skids at Reheat Furnace #2 of Erdemir,Eregli Demir ve Celik Fabrikalari T.A.S.,Manufacturing industries,,AMS-III.Q,Late to verify,Turkey,"12,217",Middle East,2020-04-06,,
1352,"Bundled Wind Power Project in Tamilnadu, India, co-ordinated by Tamilnadu Spinning Mills Association (TASMA V1A)",TAMILNADU SPINNING MILLS ASSOCIATION (TASMA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"83,772",Asia,2014-08-07,,
1672,Musokotwane REDD+ Project,Zambruss Enterprises,Agriculture Forestry and Other Land Use,REDD,VM0009,Withdrawn,Zambia,"1,100,000",Africa,,2017-06-01,2047-05-31
1673,AAC Block Project By HIL Limited,Hyderabad Industries Limited,Manufacturing industries,,AMS-III.Z,Registered,India,"21,636",Asia,2021-05-05,2015-11-28,2025-11-27
1671,"Wind based power generation by Panama Wind Energy Private Limited in Maharashtra, India",Panama Wind Energy Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"186,270",Asia,2020-04-06,,
1241,Veer (NLBC) Small Hydro Power Project,Mahati Hydro Power Projects Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"10,067",Asia,2020-04-06,2022-05-20,2032-05-19
1670,Bundled Solar Power Project by D.J. Malpani and Giriraj Enterprises,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"93,022",Asia,2020-04-06,,
1669,Bundled Wind Power Project by Giriraj Enterprises,Giriraj Enterprises,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"83,279",Asia,2020-04-06,,
1012,"Umut-I Hydropower Plant, Turkey",RHG Enerturk Enerji Uretim ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Verification approval requested,Turkey,"7,673",Asia,2013-04-01,,
1368,Urla Wind Power Plant,Hassas Teknik Enerji Elektrik Uretim Sanayi ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"34,298",Middle East,2020-04-06,2016-10-20,2026-10-19
488,"82 MW Lau Renun Hydro Power Plant, North Sumatra",PT. PLN (Persero),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Indonesia,"270,019",Asia,2011-12-21,2016-09-01,2026-08-31
426,"Wastewater Treatment with Biogas System in Palm Oil Mill at Sawi, Chumporn,Thailand","The Natural Palm Oil (Chumporn) Co., Ltd.",Waste handling and disposal,,AMS-I.D.; AMS-III.H.,Late to verify,Thailand,"35,028",Asia,2020-04-06,2016-06-01,2026-05-31
427,Chol Charoen Group Wastewater Treatment with Biogas System I (Khonkaen),"Kean Charoen Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,"16,280",Asia,2020-04-06,2019-07-15,2029-07-14
428,Chol Charoen Group Wastewater Treatment with Biogas System I (Chacherngsao),"S.C. Industry Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-I.D.; AMS-III.H.,Registered,Thailand,"13,108",Asia,2020-04-06,2019-07-15,2029-07-14
415,VP Biosupply Wastewater Treatment and Biogas Utilization Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Registered,Thailand,"16,563",,2020-04-06,2016-03-28,2026-03-27
416,SD Biosupply Wastewater Treatment and Biogas Utilization Project,SD Biosupply Co. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.H.,Registered,Thailand,"51,316",,2020-04-06,2016-03-28,2026-03-27
1416,Umurlu GeoThermal Power Plant,KARYEK KARADENIZ ELEKTRIK URETIM A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"95,422",Middle East,2020-04-06,2015-12-25,2025-12-24
471,"The Bogeda 40.5 MW Wind-Farm Project in Urumqi, Xinjiang, China",The CECIC Wind Power (Xinjiang) Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"118,786",Asia,2020-04-06,,
759,"Camlica-3 HPP, Run-of-River Hydro Project, Turkey",Elen Enerji Uretimi Sanayi Ticaret A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"48,232",Middle East,2020-04-06,,
1286,Ishasha 6.6 MW Small Hydropower Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Uganda,"19,027",Africa,2015-02-11,,
497,"18.86 MW Bundled Wind Power Project, India",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"30,398",Asia,2020-04-06,2022-01-01,2028-12-31
1667,Çerçikaya Wind Power Project,ZT Enerji Elektrik Üretim San. Ve Tic. A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"101,473",Asia,2021-09-20,,
1666,Move Systems Grouped Project. Fuel Switching in Food Carts and Ambulances Electrification in NYC,Multiple Proponents,Energy demand,,AMS-III.B.,Late to verify,United States,"8,863",North America,2017-03-29,2016-01-01,2025-12-31
1035,Inner Mongolia Keshiketeng County Wutaohai South Wind Farm 49.5 MW Project,"Keshiketeng County Huifeng New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"128,803",Asia,2020-04-06,2019-11-01,2026-10-31
1665,HPP Project Liberia,Liberian Agricultural Company,Energy industries (renewable/non-renewable sources),,Methodology Under Development,Registered,Liberia,"3,580",Africa,2020-04-06,2016-06-19,2026-06-18
1664,Yunnan Xishuangbanna Improved Forest Management Project,"Xishuangbanna Forestry Bureau of Yunnan province, P.R.China.",Agriculture Forestry and Other Land Use,IFM,VM0010,Verification approval request denied,China,"68,100",Asia,2020-04-06,2012-01-01,2031-12-31
1663,Fazenda Sao Paulo Afforestation,MARONESE SERVICOS AGRICOLAS E LOCACAO LTDA,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,On Hold - see notification letter,Brazil,"19,380",Latin America,2020-06-16,2013-01-01,2032-12-31
716,Gansu Guazhou Xiangyang Phase II Wind Power Project,"Gansu Xinan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"429,403",Asia,2020-04-06,,
1661,Costa Rica Grouped Wind Project,"Alisios Holdings, S.A.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Costa Rica,"92,710",Latin America,2017-01-08,2016-12-09,2026-12-08
1662,Improved Jikos Project in Kenya,ClimateCare Limited,Energy demand,,AMS-II.G.,Under validation,Kenya,"40,064",Africa,,,
1660,Wind bundle project in Maharashtra by Sispara,M/s Sispara Renewable Power Private Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"60,746",Asia,2017-02-14,,
1143,Ningxia Angli Lingwu Photovoltaic Grid Connected Power Plant Project,"Datang Angli (Lingwu) New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"48,402",,2013-11-12,2021-12-28,2031-12-27
143,Bandeira and Capelli Ceramics Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"14,882",Latin America,2020-04-06,2016-04-01,2026-03-31
201,Barbosa Ceramic Fuel Switching Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"19,971",Latin America,2020-06-04,2017-12-01,2027-11-30
1659,Reduction of CO2 Emissions by Glass Recycling,Rhenus Recycling GmbH,Waste handling and disposal,,AMS-III.AJ.,Under development,Germany,460,Europe,,,
1658,Tugela Mill Fuel Switching Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Units Transferred from Approved GHG Program,South Africa,"55,912",Africa,,,
1654,Fortaleza Ituxi REDD Project,Fazenda Nossa Senhora das Cachoeiras do Ituxi,Agriculture Forestry and Other Land Use,REDD,VM0015,On Hold - see notification letter,Brazil,"137,675",Latin America,2020-06-04,2013-12-15,2043-12-14
1656,Zhangbei Manjing Windfarm Project - CER Conversion,Credits transferred from approved GHG program,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,China,"94,095",Asia,,,
1657,"Grouped Project REDD+ conservation of the Oak ecological corridor Guantiva – La Rusia – Iguaque, Colombia",Fundación Natura,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Colombia,110,Latin America,,2015-03-14,2045-03-13
758,Saracbendi HPP Run-of-River Hydro Project,Elen Enerji Uretimi Sanayi Ticaret A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"55,170",Middle East,2020-04-06,2021-05-06,2031-05-05
558,Ituiutaba Ceramic Fuel Switching Project,Ceramica Ituiutaba LTDA - ME,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registered,Brazil,"13,623",Latin America,2020-06-04,2018-04-01,2028-03-31
1652,Centrale Solaire de Malicounda - Groupe Solaria,SENELEC,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Senegal,"26,547",Africa,,2016-09-07,2026-09-06
1650,Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary,"Royal Government of Cambodia (RGC), Ministry of Environment",Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Cambodia,"1,426,648",Asia,2020-04-06,2010-01-01,2069-12-31
1651,AAC Block Manufacturing Using Energy Efficient Technology by JKLCL,JK Lakshmi Cement Ltd.,Manufacturing industries,,AMS-III.Z,Registered,India,"36,684",Asia,2017-08-08,2016-03-21,2026-03-20
845,"BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"46,678",Latin America,2012-06-20,,
846,"BRASCARBON Methane Recovery Project BCA-BRA-05, Brazil",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"52,511",Latin America,2012-06-20,,
889,BRASCARBON Methane Recovery Project BCA-BRA-03.,"Brascarbon Cosultoria, Projetos e Represetacao Ltd","Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"43,535",Latin America,2012-09-11,,
878,"BRASCARBON Methane Recovery Project BCA-BRA-02, Brazil.",Brascarbon Cosultoria Projetos e Represetacao SA,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Late to verify,Brazil,"45,146",,2012-08-10,,
1644,Larimar Wind Farm Project,EMPRESA GENERADORA DE ELECTRICIDAD HAINA S.A. (EGE HAINA),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Dominican Republic,"265,391",Latin America,2017-06-15,2016-08-01,2026-07-31
1643,The New Horizons (ATHLONE) Waste to Energy Project,New Horizons Waste to Energy (Pty) Ltd,Waste handling and disposal,,ACM0022,Under development,South Africa,"30,438",Africa,,2017-06-01,2027-05-31
942,ROCHELLE LANDFILL METHANE RECOVERY AND DESTRUCTION PROJECT,"William Charles Energy, LLC",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Withdrawn,United States,"100,000",North America,,2021-02-09,2031-02-08
1147,Amazon Rio IFM,Empresa Brasileira de Conservacao de Florestas (EBCF),Agriculture Forestry and Other Land Use,IFM,VM0011,Verification approval requested,Brazil,"61,238",Latin America,2020-06-04,2013-06-05,2049-06-04
993,"TIST Program in Uganda, VCS 005",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Uganda,"19,342",Africa,2013-03-13,2003-01-01,2032-12-31
827,"TIST Program in Uganda, VCS 003",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Uganda,"13,112",Africa,2012-05-23,2003-01-01,2032-12-31
1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",Indian Farm Forestry Development Co-operative Limited,Agriculture Forestry and Other Land Use,ARR,AR-AMS0005,Registered,India,"5,651",Asia,2013-10-08,2008-07-15,2038-07-14
994,"TIST Program in India, VCS-001",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Verification approval requested,India,"11,047",Asia,2013-03-13,2004-01-01,2033-12-31
995,"TIST Program in Uganda, VCS 006",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Uganda,"7,787",Africa,2013-03-13,2006-01-01,2035-12-31
1080,Reforestation with Native Species in the Pachijal and Mira River Watersheds for Carbon Retention,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under development,Ecuador,"6,973",Latin America,,2011-11-01,2041-10-31
1332,"Reforestation Project in Yingjing County, Sichuan Province",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Late to verify,China,"3,365",Asia,2014-10-22,2011-04-01,2041-03-31
899,"TIST Program in Kenya, VCS 006",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Kenya,"233,275",Africa,2012-10-01,2004-01-01,2033-12-31
824,"TIST Program in Uganda, VCS 001",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Uganda,"24,348",Africa,2012-05-22,2003-01-01,2032-12-31
825,"TIST Program in Uganda, VCS 002",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Late to verify,Uganda,"4,801",Africa,2020-04-06,2003-01-01,2032-12-31
826,"TIST Program in Uganda, VCS 004",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0001,Registered,Uganda,"2,958",Africa,2012-05-22,2003-01-01,2032-12-31
678,"16.45 MW bundled grid connected renewable energy project in Tamil Nadu, India.",Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"36,518",Asia,2020-06-04,,
869,"2 x 3.5 MW Ullunkal Hydro Power Project in Kerala, India.",EDCL Power Projects Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"16,125",Asia,2020-04-06,,
